,label,num.feature 1,num.feature 2,num.feature 3,num.feature 4,num.feature 5,num.feature 6,num.feature 7,num.feature 8,num.feature 9,num.feature 10,num.feature 11,num.feature 12,num.feature 13,num.feature 14,num.feature 15,num.feature 16,num.feature 17,num.feature 18,num.feature 19,num.feature 20,num.feature 21,num.feature 22,num.feature 23,num.feature 24,num.feature 25,num.feature 26,num.feature 27,num.feature 28,num.feature 29,num.feature 30
0,4,-0.9893552247835445,0.6964835770939459,2.52908145662182,2.269946382330333,3.9400823504081743,1.1645536181065663,-1.6384706459298441,-2.1712932137190997,-0.1425333032094307,-0.852128419243834,1.4399894792914454,1.34549458176128,-0.3169464412847295,3.183278970402556,0.9460439964747477,-0.06836760299271571,-4.297010858764389,-1.942173599254141,2.0815885650852888,0.5552411437827808,0.20381805240556214,0.8542029451669552,-2.55353431940502,0.9976776276343258,0.27832453772378585,-0.4338921162878244,1.2304715524050045,0.7527197376812927,-0.5214617579449042,0.08630381759906154
1,0,-0.6927755948106662,0.15686363384549673,1.159515500908539,-2.0838244329749904,0.9458484950101923,-1.4241546051647325,1.3014433513753487,1.1037755601594688,0.5196238613938712,-0.9192000039944498,2.245466279469416,0.9970469538901844,-2.093709151746537,0.30478310991180557,0.23034551554889912,-0.19213451698080844,-1.2201678372761815,0.5567805289730261,1.2359291820392508,-1.9163444153940783,-0.38916923186697316,0.7083596911398597,1.2366051050311273,0.015395475228704852,-1.002621212798815,1.1205686994797186,0.7683878232271876,-0.7776856631892279,-1.3720620088028892,-0.651912765508126
2,2,-0.37595009346192354,-0.4133323706254768,-2.183324755741514,1.6775573397445744,-1.3518780743017742,0.4643828870354523,0.42057741191123876,-2.8541165439644343,0.610402548324889,-0.18033842370687855,-1.4488228176448021,1.9533569800309742,-0.08771403009762388,0.5801802143144227,-1.3291428867821362,-1.0707352200022682,-2.191238583535502,-0.2554585755105916,1.1650972633743009,-1.2742834527891387,1.0572453498760828,-0.8477727238253895,-0.38926974177438134,0.8795145023669161,-0.9317369002277843,-0.22955242210634083,1.1650554380136608,-1.2681027127860345,0.3684276469296722,-0.9547719251306329
3,0,1.0590142326957617,-0.7624856934344754,2.834358445797076,-3.7607118013705603,1.4547333537661253,-1.0347766183347975,3.5126272715130193,4.963899420188135,0.7064702219591177,0.45458596753459146,0.2526226956260498,-5.973894532176826,2.0250862891287675,0.2220882002737784,1.2711423622541687,0.08891321479205011,0.8919986931620565,1.0833956509788998,2.954949180202814,-0.7186846251210498,-0.8861932741460539,1.0278692013793302,2.747831706377224,0.03601777610028693,-1.8474722398178813,-1.3227249446863891,-0.859429963208758,1.0244481770517773,-3.5421241710389197,0.8545172108627984
4,1,1.2702096409028103,0.6797354555896445,-0.9371119452413273,2.112607092558796,-0.5586706625193903,-0.6328701093063264,1.8142707984358606,-1.9073955411570531,-0.34988412644573774,0.014641563602344684,-1.007021458783148,9.178173470823149,-3.3263564353468213,1.5908341834836328,-0.32211060097484934,-0.10362937724852506,-1.4217050907345474,-0.8032654370477179,-0.7140617595280913,-0.5609663572415249,-0.028007553206990193,0.7303990981438278,3.0975621343256323,0.08683581698025213,2.4803284231031486,-0.3767199346808584,0.4055349645936279,-3.5348542496401585,-4.511786492068552,0.35990625666472786
5,2,0.28211014697240216,-0.731335039494853,3.4948521731232955,-1.9377197892815374,-3.8970004889324317,-0.9906360149130785,-1.0855425118102522,4.111191764589114,-0.7378816804807488,-0.893440670954731,-1.0829623932887897,5.4613785503933,0.6875420808314588,0.48894618620522623,-1.158332391478241,-1.2169416246226588,7.510263605205142,0.1683310300260446,-2.617617324080203,0.1365567683714783,-0.44595797781194535,-1.0941077510824693,2.231919271936571,-0.016630718132377945,1.2863224150551922,0.6862477682873264,1.0617339256131126,-2.8306477746330247,3.671984542954548,1.2355266254057125
6,4,-0.8073547219040522,0.6630044462740974,0.951030478473721,0.8609887233439754,0.3515871331994683,0.5930033071305723,-3.2050684898113015,1.1982365184234762,0.5904435724628444,0.2304605422251136,0.27288478575155367,-1.4768189937770972,-1.6511448535361748,-0.29749901346487195,0.3765134131428496,0.6293418951467062,-3.9938299709305114,-0.4136910362129711,-0.4243818176657149,1.365768026328249,-1.4190658939577625,-1.6007746255068804,-1.3323322403172004,0.09975184889143564,-2.229749091942304,-1.2223955931902928,1.5304216588341666,0.943675961981445,0.15340641489845677,1.4412119388685962
7,3,1.2801543681976575,1.6006063403174944,1.7509590657723182,-4.872495785305106,0.2213372053179782,-0.3421113233859979,1.0414483958065524,1.429938886390231,-0.4506754017586956,1.1796868009516162,0.5234738534023463,2.2915050470530742,0.7458176180784658,1.2824693736841397,-1.0434200652095929,-2.5715888781197327,3.798825476865706,-1.0978684525604183,2.618865654682571,-0.6091048127593122,0.8111818657866335,0.7128614233935097,3.806969589487426,0.6149217846924484,-2.13370749058965,0.35648061733343284,0.5998111624344624,-1.000937353917302,2.346945119548354,-0.9431474563313477
8,1,-0.7056429431177237,1.900626069751217,0.36589445226499573,0.15811781605767133,0.0763846870887375,-0.6268678980242399,1.9335225510156624,-0.49123920513804664,-0.9348628335784358,2.104459482251076,0.12329058384513034,1.6005930341017673,0.8011666782130754,0.06728847012122038,-1.1975475282454915,0.17358749035921306,2.7109589033241264,0.08191032792408501,-0.33336842683645407,0.23415145177918403,-0.49014164703645424,-1.2347846619891796,0.8332529441235145,-0.5422281156444791,1.7455600971558274,-0.47074166089742175,-0.44609654576065527,-0.4431847614518616,-0.029414080234862,-0.21907455154825964
9,0,-0.9775366919741334,-0.14584284807541925,-1.1325553949624503,1.4190510682932862,-0.5240670331245233,1.599483742251768,-0.27978998378629616,-1.500539418128907,1.7266263616417767,0.23282534268518412,-0.04946031643174012,1.1214779280286218,1.1748417305562906,-0.08376935554847223,0.6116565849458844,1.7019081665247555,0.7396717537151004,0.8892416780895777,-0.04894869137515054,-0.33684778859928566,1.5647071455263635,0.691651650651183,-1.1121338736259672,-0.8335627257301138,0.430792225334372,-0.5710612141694601,-1.0340377088495667,-1.5315313935273105,1.4646358823231282,1.594030762262318
