,label,num.feature 1,num.feature 2,num.feature 3,num.feature 4,num.feature 5,num.feature 6,num.feature 7,num.feature 8,num.feature 9,num.feature 10,num.feature 11,num.feature 12,num.feature 13,num.feature 14,num.feature 15,num.feature 16,num.feature 17,num.feature 18,num.feature 19,num.feature 20,num.feature 21,num.feature 22,num.feature 23,num.feature 24,num.feature 25,num.feature 26,num.feature 27,num.feature 28,num.feature 29,num.feature 30,num.feature 31,num.feature 32,num.feature 33,num.feature 34,num.feature 35
0,1,-0.6907470717247205,-0.653382001394169,-0.85520999766194,-0.11475998704638449,1.9214269608313825,-1.3815239345704604,2.887969648092676,-0.2640402323327631,-0.13011329153009357,-0.9844586244750487,-0.0469394261912299,-0.6125792410325839,2.1072849784659753,0.1587659997722981,-1.5614868679741019,-1.1985443867910783,1.061958968904731,-1.2735807367822574,0.9912222719609847,0.6746917999302184,-0.018806519069994712,-0.34339266147296843,-0.16363385195788235,1.3863017327572975,0.03733925654891687,3.225073422817164,-0.2569150929306795,0.36181208503107476,0.646060230770641,-1.1764363088212224,1.2172804537320554,0.2917450481059002,1.2183993819499292,-1.6337915291670497,0.9136823411961308
1,0,1.4962776030536273,-0.7602020075001124,2.4649157272275937,0.7388861623315199,0.7530829371826496,0.11338484127484086,-2.051109033817693,-0.9909418009655923,-1.1415096290342022,1.0860631564559786,-0.8460540102238361,0.2536217996328646,0.131540445892827,1.5459538224370057,2.243468733350559,0.19162167619999262,0.8061886191329721,1.4109226078366388,-0.8401417135523003,-1.340843180369433,-1.1126904241811482,0.1666700163111276,4.649049533655211,2.874457141271865,1.0974785948258827,-11.763243592481443,-1.86319784302308,-2.3563697625266986,-1.648696768503962,0.7792287658482197,1.1776815858434295,-0.27777693234682155,-0.555243977330198,3.609919999496279,-0.10840202274501662
2,1,0.5681522507183807,1.0702069518585122,-0.599949454993406,-0.4057499498748036,-0.41643228431476453,1.3974746144494916,1.2932195707768663,-0.2513685333489152,0.05588219286007219,0.0036359200319845547,-1.441963156645767,0.7285912666582547,0.8519787550109392,1.349120305743912,0.0008224262028101725,1.4100439875094428,-1.1676974124105204,-1.2371891369103478,-1.7875979520090284,0.47734503085621804,-0.5200531769320406,-0.31205943588771745,1.7173532831652536,1.5408977546089477,0.32814467660735674,2.909354245805207,0.20481712852338296,3.5826581031661138,-0.068927596312965,-0.5241576776283675,1.0390169079106124,-0.08442838932109384,-0.26170864524135173,-3.7626927324477943,1.2022388417908243
3,1,0.48770102795571124,1.3764562677789574,-0.36776906204430604,-0.9200759478740489,0.9116525538987731,1.254946105033263,2.704413407168503,0.6151097402028698,-0.7302175735248437,-0.13253543568010956,0.6686715785729024,-2.2733656332616183,0.8191055148608747,0.3849516635386062,0.6159352522639093,0.675617376771395,-0.05458634711728469,0.1368435390238777,3.22216837111175,1.3956624994493705,0.4462345094562614,-0.45278673164298644,1.6260306710626493,2.8717113540130494,-0.6023774187141618,1.2745534041641906,0.09666909194925083,0.8017650920587552,-0.168208731335473,-0.7036868307116674,-0.41982651687487216,-0.6683579567933998,1.778681822927783,-1.4663161670351366,-0.7044722126009142
4,1,1.8195692838558029,-1.606412032548779,0.41669060781804734,-0.5847997907271173,-0.47379750151347144,-0.6658639074247038,2.470843350774943,-1.4225895991625328,-1.0748208922346287,-0.49353446457416705,-0.22429893207553928,0.4194764761115194,1.9224810672975265,0.4613952707757567,0.3626066243311915,2.6188099041762527,0.3127071970598762,-0.4958150899620082,2.138886176933525,2.727833437034258,-0.5771331443445544,-0.14410557054478398,1.0646239884139228,3.067435751361701,0.45249528677814344,2.664246522798369,-0.900386233982207,2.7623762170766493,-0.5586109037002162,0.0510022727214149,-0.35873386885501957,0.6995945548598491,0.8484202548042419,-2.610731992903918,0.4384144056382616
5,1,0.3852499350572747,-0.7568040788966552,-1.69831062859218,-0.16638682610797836,1.0011185891227588,0.002327143397814452,3.098169010388592,1.3511741111681552,-0.9017473459939694,1.0794779743698795,-0.22040624104760012,-2.1512150751678334,1.2093184782608435,0.6233238289609241,-2.16703018584118,-1.3586142172190803,0.7567128553018333,1.0006901079668602,2.26674355758033,0.19337326694230783,-0.37370017727914684,1.1254661979646747,-1.1013309722302074,0.17405973647364195,0.28147841987141053,4.590491460467643,0.3484445688065114,-0.6220361283881467,1.2309382674748997,-1.7013721189439905,1.7228492162390718,0.37777059573504457,-0.3537167782450804,-0.10735216152467905,-0.3649868461001059
6,1,0.16062253283681602,-1.432749289475498,-3.2590189426596177,1.7251913308547722,-0.3142773138405732,-0.7606253420936337,-4.567678871899427,1.9027272822905232,-2.176555488257959,-0.2606159446963823,0.40022179340792763,1.798714174668988,2.20170701945408,1.5694019223203943,3.245293271167034,-0.22793235820836708,0.09193299471811565,0.7750431883075878,-1.7828559131458324,0.6374946520538999,-0.8191288337342717,1.0548588146631095,-0.9774802561418189,2.344017724924492,-0.16545102996848524,-1.167474147042314,0.8372117599416319,-0.5295108070919635,-1.3459104058190392,0.6290475064613581,-0.3351379262896521,-1.8354842538714333,0.6483441343528455,3.761488849669765,-0.3282470875341803
7,0,-1.227315384804089,-1.7621305557102,2.144031463400044,1.6771491421504894,1.4795913062452721,1.614282968781112,4.55419423943226,0.3317896926682333,0.5969954759951533,0.959938470808504,0.41260979323555236,0.5121352020364128,0.005074994011211503,0.14151184763741145,-2.3520021429396567,-0.011600038700773835,-0.05636513581701835,0.20191490449559954,0.5024013876220915,-0.06927745531683252,1.2660945444387939,-0.25413689813631346,3.257010314261301,-1.29896905345682,0.19571090308652508,-2.2568810971737263,-0.5841304297750156,-1.231085162142172,-2.2809103128478307,-0.2003595417121167,0.6253949829834771,0.3608095976329273,-0.9880870242589727,-3.4244707953832134,0.6262937110810742
8,0,-0.8773443027629658,-0.7210938727368922,1.0055846130982915,-0.11207460452182924,-1.2130492063192773,-0.6644777142881195,1.4110683997686877,-0.8022231158731892,-1.1177363350491993,0.7170745657446599,-1.1054789954075854,-0.13340203557529304,-0.2921471854789458,-0.12171304771157879,-2.396054100149453,1.0293026047357186,-0.37552177652007535,-1.4807120853803348,0.4055174106256334,0.5482436781702483,-0.8904974928362708,0.8095283282737424,1.1957472683872814,-1.5794884215187734,-1.3113222896441914,-2.3949510294065686,1.5606815700431,-1.8019233924679172,0.3604721269189066,-1.114792644199972,0.3023807371222295,-0.35520689431101804,1.3105408501314593,2.5095585312233966,0.039127111181400415
9,2,-1.4847864959428818,-0.41954883786121355,1.8957930277856412,-0.8094905164366956,-0.941578588859029,-1.7733017792855568,-1.4968608950736098,2.1818717963663827,1.0665693404489487,-0.23878189028542948,0.7050884428924605,3.595626027755519,0.03780922092081465,2.2989837727953484,-1.8824400257148026,-0.46291033431706496,1.7098276079659276,1.6093138065900403,-0.7462616269304942,-0.09450297156474921,-0.9049936672727689,-0.06695272447604445,-3.732917746911787,-4.23250962501496,0.22547340529117926,-0.4411145171811973,0.2699830904187664,-2.4965441371746713,1.1989747284477426,2.1705803440837435,0.3484469545212139,-0.10668514649074828,0.6038097358878243,2.982214490107279,0.5661143397169842
